"","Scenario","Time","AGB_M","AGB_SD","SRR_M","SRR_SD","Min_rate_M","Min_rate_SD","Fungi_M","Fungi_SD","GF_M","GF_SD","Lichen_M","Lichen_SD","Aesthetic_M","Aesthetic_SD","Recreation_M","Recreation_SD","Fungi_val_M","Fungi_val_SD","Carbon_stock_M","Carbon_stock_SD","Nitrogen_stock_M","Nitrogen_stock_SD","Timber_M","Timber_SD","Tree_richness_M","Tree_richness_SD"
"11","Scenario 1",17,286.438469942587,74.9522343145692,4.51317429186789,0.181704753214394,16.432058868188,3.09182421177596,2.40031636027802,0.15413799142859,10.2606045200717,2.25705370618883,34.747719160748,1.57675449819759,4.20416949116734,0.140674571411388,4.34221156054105,0.274919960132101,0.92541047065277,0.249054696795416,292.87943645969,43.605801770123,642.140688473971,164.743614501888,407.249816893094,169.036862620851,22.4955251604188,4.71468315819916
"12","Scenario 1",18,289.149061803445,74.7158633660464,4.51973728003739,0.181229738891972,16.3208727162888,3.08895379481479,2.40595001818239,0.152393762413778,10.1778328394143,2.23630407824441,34.8044869835594,1.54656151358413,4.20929359455845,0.139697743934081,4.3523157788802,0.271426262637418,0.934286164173004,0.249873099315329,295.134563057847,43.1046837897811,644.991824673132,164.686369591418,411.211245727137,169.405432847061,22.503220437111,4.70027671553183
"13","Scenario 1",19,291.817271590196,74.4616586918038,4.52620112708624,0.180709779098087,16.2111807630764,3.08522537182663,2.41145076113113,0.15063275359002,10.0968423104885,2.21528911254342,34.8594398081058,1.51630385742469,4.21431868745105,0.138696367340867,4.36216876819624,0.267910713743228,0.943079180617173,0.250607278294589,297.375719339509,42.6007452020191,647.859650455927,164.624456677484,415.135100143732,169.740165882615,22.5040768080282,4.69818396129145
"14","Scenario 1",2,244.409279273411,77.314148251864,4.41193051333281,0.185847740982744,18.1195941142933,3.07794907051467,2.30627137655755,0.179166028155009,11.6196459101179,2.55512058308944,33.7335992952625,2.02081149279908,4.12189561004863,0.153693516755756,4.17138919002261,0.326126984421962,0.795883442113264,0.23169769816486,262.508350750229,50.8414456397935,603.276817677426,164.732248440586,350.660719281195,161.9936198983,21.9508732571043,4.43906339925727
"15","Scenario 1",20,294.437282916003,74.1896338009811,4.53255150570387,0.180144739074018,16.1032387709785,3.08062785631961,2.41680965307099,0.148857186876587,10.0177737814916,2.19403118169008,34.9125174668178,1.48602426417756,4.2192351119782,0.137671385255332,4.37175577711073,0.26437789662386,0.951766787738948,0.251254286422195,299.597266041878,42.0964792485382,650.729617166015,164.542852445508,419.016568720575,170.04649538296,22.5362449944517,4.70425728635388
"16","Scenario 1",21,297.017804602692,73.8989488752927,4.53880932514833,0.179533165501015,15.996701941527,3.07516760132817,2.42204707537994,0.147057888965508,9.94033239080217,2.17242444721213,34.9639438054388,1.45555158914228,4.22406030955616,0.136618061103931,4.3811146635335,0.260809373208632,0.96037507966229,0.251820776045556,301.800824926424,41.5906354224175,653.575703189077,164.461679552275,422.851223954278,170.322043674604,22.5689921358614,4.70904763857422
"17","Scenario 1",22,299.545999469291,73.5801409780509,4.54494277770556,0.178851045320415,15.8921478542804,3.06837885620192,2.42714570842723,0.145228970880287,9.86481484022277,2.15032089999509,35.0136530020338,1.42496483248945,4.22877394218527,0.135524400751462,4.39021628834101,0.257197503313853,0.968849668171998,0.252256536030359,303.979240772905,41.0793386660919,656.460792685869,164.387423139122,426.626928207149,170.554549555412,22.5804385584021,4.70207125451213
"18","Scenario 1",23,302.02013797221,73.2314502673045,4.55094735206219,0.178093883509141,15.7896702003624,3.06017313378008,2.43210613191978,0.143369842451926,9.79123008512298,2.12769649956903,35.0616973169158,1.39428957639033,4.23337449538506,0.134388358786159,4.39906270962554,0.253541965395391,0.977179515975322,0.252551646823446,306.129518044097,40.5601474418423,659.340201186858,164.310225603188,430.339947086426,170.739071826302,22.5804385584021,4.70207125451213
"19","Scenario 1",24,304.439380409611,72.8521478084247,4.5568207455469,0.177259603071351,15.6893223667742,3.05049893274024,2.43693007698603,0.141483243908715,9.71956853410277,2.10457176569766,35.1081346238956,1.36360003537679,4.23786183801533,0.133210303517938,4.40765767986125,0.249848906694992,0.985357263299584,0.252698527821076,308.249592391567,40.0321240472176,662.211246200608,164.226908351105,433.98742377602,170.875754706768,22.5808245283929,4.70146464294991
"20","Scenario 1",25,306.803126067448,72.443208605364,4.5625613128219,0.176350680299874,15.5911424076141,3.03940456237692,2.44161875665669,0.139569872535282,9.64982064832497,2.0809602805269,35.1530016175283,1.33289045668821,4.24223587557434,0.131991482306152,4.41600424255537,0.24611933925883,0.993377979443942,0.252702190426684,310.338617214262,39.4989299849121,665.08644039176,164.127709293331,437.569244593077,170.968795215485,22.594840063685,4.68903015549352
"21","Scenario 1",26,309.114256814783,72.0079204309664,4.56817599957797,0.175375449111373,15.4950143599404,3.02705141688462,2.44617857326843,0.137632045858032,9.58189097378137,2.05691433967554,35.1963631120619,1.30214027405904,4.24650224124789,0.13073615197465,4.42411442311015,0.242356755889607,1.00125089212566,0.252579878602103,312.396277476239,38.962155089384,667.967114150625,164.037702416004,441.087441458404,171.02115121249,22.6026800791238,4.67566852573554
"22","Scenario 1",27,311.370906329908,71.5499136733989,4.57366020235423,0.174342674042501,15.4010207276622,3.01358704170266,2.45060673961313,0.135678029623048,9.51582372143855,2.03255166386247,35.2382014038761,1.27144627676817,4.25065787067589,0.129451409436662,4.43198365207432,0.238576781357482,1.00896861977514,0.252343421846431,314.421897814445,38.427352785274,670.8313009601,163.972937444167,444.544545329084,171.042492978107,22.6028248178704,4.67524520491574
"23","Scenario 1",28,313.57430018816,71.0719068920764,4.57901681861554,0.173258995964995,15.3091161541768,2.99912744384538,2.45490670496846,0.133713090316464,9.45157099952974,2.00795040987899,35.2785600110002,1.24086436542257,4.25470546391778,0.128142166484744,4.43961845584868,0.234789360633805,1.01653411735523,0.252003051162053,316.416339038452,37.8961716028806,673.680238336469,163.870504993504,447.945383654166,171.03470423126,22.6096637236455,4.66591402949584
"24","Scenario 1",29,315.724632580692,70.5771558587861,4.58424625885691,0.172132343037906,15.2192968685703,2.98380959256415,2.45907964271839,0.131743655238835,9.38911747781582,1.98320459557581,35.3174574474421,1.21046220193801,4.25864571408223,0.126814395759676,4.44702123485017,0.231006310752506,1.02394715919173,0.251570331520646,318.379163578907,37.3733708828122,676.538441404931,163.793169890571,451.288163240446,171.005212086706,22.610990495489,4.66249157012451
"25","Scenario 1",3,246.8203083659,77.0078388155339,4.41770146082992,0.185203245929619,18.0253851464351,3.07220837719484,2.31214299833295,0.177282995253247,11.5361245950347,2.53117799031295,33.8010448371704,1.99057306994442,4.12681623389717,0.152585983959567,4.18220396129214,0.322326983972679,0.802753251929013,0.232177073521617,263.725492751001,50.2529444571531,605.509257248999,164.894841030646,353.270825231885,162.119551002832,21.9661431948666,4.42154832294153
"26","Scenario 1",30,317.817566314469,70.0641722683606,4.58933767009318,0.170959245572084,15.1317654884408,2.96758196495018,2.46312107309365,0.129765042658436,9.32854583262715,1.95825042717911,35.3548966810178,1.18018027847841,4.26247234579165,0.125464590975373,4.45418551558446,0.227219079232516,1.03118794867051,0.251042626350819,320.306626694649,36.8609053943356,679.373372895257,163.732259550745,454.57876781917,170.952083235086,22.6094224924012,4.64577772153774
"27","Scenario 1",31,319.872014292951,69.5354686552863,4.59433718614161,0.169746050338671,15.0457222462249,2.9505664095744,2.46706590437255,0.127779404919592,9.26932678945958,1.93313267403968,35.3911829229656,1.15001642135301,4.26621924460676,0.124096159067083,4.46117230704078,0.223431379174904,1.03832384524227,0.250433080749153,322.20446131857,36.3579472220477,682.191363921455,163.674074729185,457.813757370959,170.875835861963,22.6098928933275,4.6442864996644
"28","Scenario 1",32,321.872609651662,68.9907911988385,4.59920708108828,0.168491740909643,14.9618339562126,2.93272421169976,2.47088889265911,0.125791271318706,9.21185834522604,1.90789100219388,35.4261350028111,1.12007202331215,4.26986017888536,0.122710772509472,4.46793808041283,0.219652106066487,1.04529600735061,0.249733488177342,324.070406691755,35.8654208688715,685.014600521059,163.624270887103,460.989494981303,170.77727772291,22.6170092150335,4.63245975885126
"29","Scenario 1",33,323.821227951464,68.4270647472829,4.60395163929467,0.167188710407921,14.880041732663,2.9139179288337,2.47459724820218,0.123796341490766,9.15605091324888,1.88244986831511,35.4598657164622,1.09033005506737,4.273400074165,0.121303493827645,4.47449613519998,0.215873831156365,1.05210604752462,0.248930803977734,325.906160430839,35.3837813880216,687.828025039803,163.570057004143,464.109718126245,170.654012367208,22.6173951850244,4.63192781475186
"30","Scenario 1",34,325.720338109712,67.8509483641496,4.60857700287664,0.165853301502571,14.800232757805,2.89443645580345,2.47819398370371,0.121805992765759,9.1018488326419,1.85698596705726,35.4923782280258,1.06088995884917,4.27684271216155,0.119885815341139,4.48085160462014,0.212116942410588,1.05876502857591,0.248050937328605,327.709274038693,34.9150704746596,690.646511796208,163.546949699889,467.173223886635,170.509139355943,22.6340883871279,4.60124751731701
"31","Scenario 1",35,327.570361304096,67.2598800705424,4.61308394288461,0.164479023161523,14.722407234434,2.87415459398896,2.48168318221951,0.119818726208829,9.04920852950788,1.83145703788381,35.5237531799785,1.03178408099958,4.28019022083524,0.118454474467452,4.48701204553003,0.208379449451024,1.06526987683743,0.247080426801527,329.480626489603,34.4593776209213,693.455694263521,163.52480845299,470.181843739087,170.343136847513,22.640927292903,4.59171737438703
"32","Scenario 1",36,329.376705323974,66.6560611581805,4.61748564583165,0.163071549286122,14.6463368062666,2.85318677299759,2.48507488424862,0.117834678406823,8.99797555775915,1.8058830546006,35.5540756697525,1.00296914067461,4.28345232347562,0.117011771686292,4.49299538024292,0.204660568775349,1.07164003411786,0.246032239643595,331.224569957061,34.0200709011355,696.240350750229,163.51127415553,473.140072344293,170.158316831104,22.6409996622763,4.59143542278521
"33","Scenario 1",37,331.140652832055,66.0408266733684,4.62178517675831,0.161634056717471,14.5719717121712,2.83158412853633,2.48837227915362,0.115857663595472,8.94810564685496,1.78031358634409,35.583384075448,0.974506164160253,4.28663166005207,0.115560606349324,4.49880731349894,0.200967680931023,1.07787897698557,0.244910021326545,332.939577616153,33.5978617438459,699.018197278912,163.519365956042,476.049630581356,169.958180920805,22.6418560331934,4.58946094493782
"34","Scenario 1",38,332.865478337434,65.4188937741593,4.62599062254868,0.160178104671114,14.4991664945646,2.80954991332713,2.49158012826726,0.113895808896954,8.89951841220248,1.75487280154892,35.6117006153688,0.946466153939434,4.28973356016767,0.114109175572235,4.5044559899347,0.197314948764776,1.08400023280353,0.243731504517961,334.62828768032,33.195204793032,701.822949534424,163.545460752832,478.914098063721,169.745741057438,22.6418560331934,4.58946094493782
"35","Scenario 1",39,334.554271433396,64.7895820533078,4.63010942175711,0.158702157863141,14.427797378656,2.78706420361285,2.49470539573666,0.111946411052826,8.85211369128295,1.72952568290276,35.6391014193661,0.918814810115327,4.29276409368073,0.112655619925381,4.50995404989549,0.193697401460732,1.09001323315971,0.242496454298882,336.292361497081,32.8131539493974,704.595324938486,163.601606914566,481.734473524591,169.521072046596,22.6590799440344,4.55668067943188
"36","Scenario 1",4,249.379375174893,76.7804765685438,4.42383507871213,0.18475410619192,17.9248061207333,3.07000552604942,2.31826767137228,0.175513815488231,11.4487488119472,2.50916914336257,33.8705714704625,1.9609105283715,4.13199367611825,0.151605392296828,4.19345292223799,0.318717665549696,0.8101693099984,0.232993248048541,265.190632846046,49.7162590046168,607.799339026391,164.981589522701,356.271984151096,162.393562980324,21.9820885801129,4.3996645951494
"37","Scenario 1",40,336.206492328846,64.1555747888672,4.63414024679984,0.157212872665779,14.3578879553779,2.76424824326574,2.49774722561083,0.110012982025797,8.80590305489625,1.70433076175979,35.6655778824011,0.89156929167914,4.29572235938712,0.111204148069977,4.51530030981957,0.190120728966448,1.09591608589844,0.241216206903719,337.930034218652,32.4539658340286,707.375423360834,163.65034123899,484.513710955729,169.285138413225,22.6591523134076,4.5563962588479
"38","Scenario 1",41,337.829676134993,63.5126038135193,4.6381013368679,0.155699952674852,14.289129499834,2.74092941276449,2.50072134462756,0.10808595827581,8.76065779735066,1.67914941659327,35.6912916712866,0.864621887118633,4.29862261525554,0.109746436291816,4.52052258533263,0.186567255661831,1.10173314830237,0.239877084207098,339.546047631109,32.1166941543645,710.164642736527,163.730074034509,487.249888681332,169.039405970483,22.6591523134076,4.5563962588479
"39","Scenario 1",42,339.421055869156,62.8619389449368,4.64198586510664,0.154166311894882,14.2216444595972,2.71714872084123,2.503623644078,0.106170283281048,8.71644543764073,1.65404108693464,35.7162198115341,0.838058070882734,4.30146031633682,0.108285801658937,4.5256137985463,0.183046351072286,1.10745320799126,0.238480494908095,341.139872412795,31.8019510683826,712.922344044001,163.806600971837,489.945505293369,168.782731704784,22.6678486997636,4.54219367889936
"40","Scenario 1",43,340.982795737444,62.2062122782576,4.64579916200586,0.152618396193568,14.1553377056105,2.69301928799929,2.50645745574811,0.104270540157768,8.67321086632137,1.62907471849406,35.7403808073902,0.811919842730979,4.304239062938,0.10682683509015,4.53057972677475,0.179565886767736,1.11308497128877,0.237036169758901,342.711447182419,31.5104794328645,715.692233560091,163.907350910053,492.600317759202,168.517185253297,22.6682346697544,4.54164665325889
"41","Scenario 1",44,342.514835407922,61.5406525130508,4.6495408284338,0.151044590904024,14.0902294962693,2.6683408785503,2.50922591780873,0.10237746232257,8.6309237622933,1.6041096795787,35.7638454340348,0.786118902314495,4.30696010468616,0.105360812531221,4.53542649383309,0.176108994151045,1.11862381819078,0.23552709080431,344.261866550876,31.2433747959858,718.440535292131,164.011808592172,495.211356719042,168.240257642619,22.6788247213779,4.53391729641656
"42","Scenario 1",45,344.019032337048,60.8683433930891,4.65321547056438,0.149452429880628,14.0262359921813,2.64324473575102,2.51193148722696,0.100496622116453,8.58954068767641,1.57922918562204,35.7866204350394,0.760706546526631,4.30962636256721,0.103893203085457,4.54015827646283,0.172685270039723,1.12407777448914,0.233964338531052,345.78961411444,31.0009757602588,721.17492642447,164.124363911985,497.781558558779,167.954016895028,22.6872075071163,4.51809998251244
"43","Scenario 1",46,345.498442357794,60.1892941230247,4.65683053821072,0.147842020761349,13.9632282676604,2.61773727935676,2.51457985858104,0.0986270196663056,8.54897482289585,1.55442227452076,35.8087552314102,0.735666898083756,4.31224333712108,0.102423580121387,4.54478515569953,0.169292749291564,1.12945772927091,0.232349431460051,347.298540177064,30.7834621705618,723.916254161239,164.261812352376,500.312236290672,167.658598391254,22.6872075071163,4.51809998251244
"44","Scenario 1",47,346.951852402663,59.5028560772369,4.66038296405771,0.146211628212934,13.9012652309346,2.59178015440188,2.51717018967096,0.0967692275558223,8.50924664887527,1.5296847500967,35.8302608246085,0.711022779858857,4.31480942827007,0.100951549224941,4.54930575046153,0.165932034144671,1.13475741478464,0.230676795668191,348.785760216143,30.5906506167449,726.663197761374,164.41233500157,502.801927134387,167.353704101283,22.6872075071163,4.51809998251244
"45","Scenario 1",48,348.383477770541,58.8105311613814,4.66388311776943,0.14456516530043,13.8401624893998,2.56545460890142,2.51970913390942,0.0949230984879637,8.47024741007892,1.50503047155872,35.8511782426047,0.686749488410951,4.31733173225147,0.0994785288857903,4.55373187239467,0.16260283637201,1.13999358674706,0.228956584452735,350.254477999711,30.4247808470649,729.365632990785,164.553443207007,505.254069550501,167.042089639632,22.6978699281131,4.51001253425896
"46","Scenario 1",49,349.793374788923,58.1129437467154,4.66733110932467,0.142904146783424,13.7799195880848,2.53878631727245,2.52219714888522,0.093089717030771,8.43197133492183,1.48047387503726,35.8715148814681,0.662851988748298,4.31981049636885,0.0980056370414223,4.55806444334308,0.159306495340156,1.14516602957273,0.227190462624614,351.704612703237,30.2857515581679,732.103092584552,164.742809823793,507.667381357301,166.722691159325,22.7338857528827,4.48214231254591
"47","Scenario 1",5,252.059610290925,76.5996676545455,4.43026600352468,0.184419868389572,17.8189807171128,3.06986924582081,2.32459349986249,0.173816594333939,11.3583000913318,2.48839890321047,33.9417073440667,1.93164347439418,4.13737884594899,0.150701487208113,4.20504443621229,0.315234233527959,0.81803842199883,0.234009036233616,266.857851570415,49.2046951024494,610.141751097602,165.021316883962,359.585049610244,162.758735607096,21.9965745163314,4.3725648305616
"48","Scenario 1",50,351.175833490134,57.4129254095755,4.6707129161488,0.141235256664963,13.7207846163125,2.51187950021201,2.52462491267909,0.0912773690390518,8.39456582400804,1.45612077480996,35.8912045779788,0.639452177407827,4.3222359949807,0.0965391791665476,4.56228737003962,0.156057839145901,1.15025278471945,0.225384477941214,353.133293276885,30.1737442806345,734.804808944855,164.901628598312,510.042455301497,166.398698908257,22.6140541322912,4.53773146960292
"49","Scenario 1",51,352.543449413808,56.7065628942458,4.67405938478193,0.139549185148087,13.6622163374788,2.48458515441272,2.52701409319019,0.0894757289475601,8.35769403702553,1.43183165277723,35.9104156504945,0.616420259991421,4.32463013427569,0.0950708588712664,4.56643823855904,0.152838198981097,1.15530084503291,0.223528804671213,354.544852800695,30.089072715183,737.492957253824,165.097143699666,512.380071877377,166.065733812285,22.6394799054374,4.51353505033404
"50","Scenario 1",52,353.888983608337,55.9982550188263,4.67735278296014,0.137856524997223,13.6045260964935,2.45707969334467,2.52935228940659,0.0876947319371133,8.32154762087802,1.40774382924559,35.9290502794324,0.593871602233806,4.32698034892104,0.0936092959598178,4.57049573884551,0.149664819845034,1.16028327359032,0.221636418724827,355.940616780045,30.0308769687242,740.196944806291,165.309624774969,514.681019766034,165.727596600326,22.6397573213683,4.51269213446072
"51","Scenario 1",53,355.211161142471,55.2880956092399,4.68058991743193,0.136157476309257,13.5477736630631,2.42936506021519,2.53163822295832,0.0859349345865639,8.28615119889471,1.38386131813544,35.9471108751734,0.571819914412158,4.32928480456014,0.0921548054021389,4.57445791000381,0.146538360388387,1.16519411848828,0.219706935163994,357.318553336228,30.0007307353062,742.904255319149,165.553303254962,516.943462304074,165.383365097129,22.6699353500265,4.49971542514938
"52","Scenario 1",54,356.509688112124,54.5770773350185,4.68377004056242,0.134454438230063,13.4919736244458,2.40148162214777,2.5338717475793,0.0841984085026348,8.25150844316127,1.36021173847492,35.9646003219794,0.550286607963416,4.3315431405845,0.090709261681418,4.57832465808246,0.143461988776512,1.1700318577721,0.217743181989782,358.678289007092,29.997777326416,745.58170019781,165.788979242031,519.170616188763,165.032208915975,22.6891856033193,4.48249040788796
"53","Scenario 1",55,357.786276233898,53.8659722967301,4.68689734566994,0.13274941472597,13.4370523348625,2.37347052471468,2.53605579093861,0.0824850798624646,8.21757251379356,1.33680107235355,35.9815396573966,0.529257594579971,4.33375833558006,0.0892734068054128,4.58210131306998,0.140435195316823,1.17480303822156,0.215750019553794,360.021142386742,30.0220760169936,748.259752979206,166.045866942298,521.361993573488,164.673748863038,22.6891856033193,4.48249040788796
"54","Scenario 1",56,359.040047474309,53.1562143856144,4.68996965866853,0.131045931027246,13.3830491948409,2.34539437365313,2.53818914922192,0.0807973030523886,8.18436287710299,1.31366468838857,35.9979226341873,0.508755800792494,4.33592899646201,0.0878496653672689,4.58578604617052,0.137461774587884,1.17950407640169,0.213732928224298,361.346541431466,30.0752617880395,750.938163989,166.312539275629,523.520502807302,164.31047148701,22.6891856033193,4.48249040788796
"55","Scenario 1",57,360.268903555749,52.4486938306345,4.69298177147755,0.129346055500782,13.330059244745,2.31728351803457,2.54026910767708,0.0791379937359203,8.15192667156938,1.29083654452013,36.0137403926873,0.488822387509284,4.33805184480937,0.0864401537380011,4.58937432987637,0.134546340299986,1.18412593790075,0.211692824641234,362.653818256381,30.1548238765154,753.59670598736,166.605683945807,525.644838575114,163.940822901849,22.6894630192503,4.48163844203269
"56","Scenario 1",58,361.473327688522,51.7449249002077,4.69593486462988,0.127653608605878,13.2780619211867,2.28921092013361,2.542296534339,0.0775083701156768,8.12024921669608,1.26834254113075,36.0289986345186,0.46945386136101,4.34012774752837,0.0850469088902342,4.59286798921865,0.131690573117734,1.18867053499627,0.209637312289077,363.942080884836,30.2605750043557,756.259672166739,166.910297119889,527.735362875256,163.565129546498,22.6978458049887,4.46365560307481
"57","Scenario 1",59,362.655018273267,51.0444853869639,4.69883306333101,0.125967600742087,13.2269866455208,2.26116151388229,2.54427479182865,0.0759070971656642,8.08928038063715,1.24616394563571,36.0437292701778,0.450632189152761,4.34215984480726,0.0836689380637271,4.59627303190664,0.128891661483424,1.19314364646958,0.207565398289391,365.213190982776,30.392687444915,758.910029188981,167.215394963189,529.794305111737,163.183599683731,22.6979905437352,4.4632427968223
"58","Scenario 1",6,254.832238408839,76.446590321913,4.43692477063667,0.184154737065019,17.7090747103655,3.07101051278094,2.33105800496684,0.172154066430097,11.2656751321102,2.46831036385155,34.0137773253455,1.90241388970347,4.14291621297521,0.149839727112823,4.21686605636713,0.311810505169359,0.826270727852455,0.235158008515117,268.685583526318,48.7093658494923,612.587769575915,165.037541788792,363.137537408694,163.190564250328,22.1028368794326,4.4623405220116
"59","Scenario 1",60,363.808220328557,50.3507991837258,4.70166219182502,0.124296333896694,13.1770864591579,2.23327666198304,2.5461950346066,0.0743412543673786,8.05916270125104,1.22440060961473,36.0578774578278,0.432437464553526,4.34413857510175,0.0823126468949287,4.59957455442721,0.126161600567057,1.19752248037894,0.205488162556371,366.461959702321,30.5526537947937,761.539145800164,167.545166312246,531.823681236291,162.796855002379,22.4437086891494,4.79598452306951
"60","Scenario 1",61,364.948240169827,49.6593850461803,4.70445989128251,0.122629070726311,13.1276926841759,2.20538029687621,2.54808158292919,0.0727998675484094,8.02950659074992,1.20290222513851,36.0716030327439,0.414730774075502,4.34608971645337,0.0809689242606822,4.60281429380481,0.123480649243724,1.20186686868283,0.203392992220532,367.695895739856,30.7364719007152,764.165631784629,167.892801103391,533.823124095534,162.40542729843,22.469665171033,4.76697627917715
"61","Scenario 1",62,366.063409912192,48.9757810169962,4.70719743708409,0.120979252077827,13.0793172305139,2.17770199103169,2.54991629807973,0.0712942643618643,8.00060362902507,1.18183038098599,36.0847912636411,0.39764061506909,4.34799379684403,0.0796480810759348,4.60596154476943,0.120868268601582,1.20613082375617,0.201298228661562,368.911558197038,30.9443396071803,766.787212331741,168.269478754254,535.790803320652,162.009560582488,22.4950909441791,4.73916102076711
"62","Scenario 1",63,367.155528827134,48.3013310234678,4.70987925760812,0.119350297162971,13.0318812397801,2.15030842381747,2.55170199218804,0.069825049046624,7.97240719843337,1.16120368549112,36.0974585075899,0.381147206737792,4.34985383801976,0.0783517457407251,4.60902142593303,0.118324894536252,1.21032159060008,0.19921100652811,370.110450161625,31.1750059207327,769.392250446278,168.634476423159,537.729567728278,161.60975738787,22.5034737299175,4.72437121531589
"63","Scenario 1",64,368.223146885705,47.6385983282066,4.71250177972248,0.117748427882065,12.9854485667888,2.12330590305761,2.55343645457159,0.0683974539135777,7.94495257576849,1.14109559240478,36.1095907118902,0.36531157263772,4.35166744099755,0.0770846738994839,4.61199031414245,0.115859206073429,1.21443345173495,0.197139690497112,371.290280841415,31.4268291216471,772.008400878082,169.031548259306,539.637427046359,161.20826313187,22.5034737299175,4.72437121531589
