"","Scenario","Time","Replicate","AGB_M","SRR_M","Min_rate_M","Fungi_M","GF_M","Lichen_M","Aesthetic_M","Recreation_M","Fungi_val_M","Carbon_stock_M","Nitrogen_stock_M","Timber_M","Tree_richness_M"
"11","Scenario 1",100,2,137.007120985551,4.15897688091118,22.0267009788685,1.99157738527335,16.0782897940662,29.9004346551925,3.88109698507803,3.59073821764623,0.543216386391859,91.0455872180974,535.095705169446,195.672352779587,25.8221731494844
"12","Scenario 1",100,3,136.443209785954,4.1576475075998,22.0473028993152,1.98994120745536,16.1014094751657,29.8804473034593,3.87983871065799,3.58770838212316,0.541878534613671,90.6582055085114,534.630060336283,195.107515936267,25.7250439046443
"13","Scenario 1",11,1,82.6548932986733,4.03181061938346,23.9446192042118,1.82143584936886,18.4936850582379,27.8045344338667,3.75495315252917,3.28006344256917,0.425906323674331,54.6416492844847,519.317906139695,115.085637548741,27.4819512788858
"14","Scenario 1",11,2,82.6966887030307,4.03190599879232,23.9433136037586,1.82159773937903,18.4913586518135,27.806566438115,3.75506248720795,3.28035469867308,0.425968142744226,54.6711133956982,519.306644815774,115.071944454496,27.5498165568326
"15","Scenario 1",11,3,82.6616769400636,4.03182726828392,23.9443251969087,1.82144705837507,18.49353990196,27.8046704551886,3.75496491380554,3.28008518172668,0.425929661899287,54.6501376606214,519.305980595017,115.01622101759,27.4932969344995
"16","Scenario 1",12,1,83.5917475874181,4.03399193861878,23.9123062352631,1.82450537099231,18.4501936651088,27.8428886437606,3.75718363753501,3.28568460466475,0.427788267756908,55.2547584375163,519.923895428701,116.403317486334,27.5970423049504
"17","Scenario 1",12,2,83.599328076368,4.03400685966195,23.912236556758,1.82456540223923,18.4492882255086,27.8436361686453,3.75721541085006,3.28578405279339,0.427772754268859,55.2672211316096,519.949000191268,116.371682765796,27.5417920050077
"18","Scenario 1",12,3,83.5823338839526,4.03396985577334,23.9126424832621,1.82447664937003,18.4506019804432,27.8425392207178,3.75716207934196,3.28563204835121,0.427767126157065,55.2541643772496,519.91904592165,116.32994107215,27.4084783780494
"19","Scenario 1",13,1,84.5162570377841,4.03614492776722,23.880390030963,1.82752912017929,18.4073626039497,27.8806772969,3.75938273210855,3.29122550619277,0.4296499332983,55.8658577054824,520.518586879032,117.705857465515,27.4601641425119
"20","Scenario 1",13,2,84.530150597277,4.03617460121225,23.880098856032,1.8276091469582,18.4061837618704,27.8816906409395,3.75942938328238,3.29136441541384,0.42964716502263,55.8797311818609,520.529071829737,117.713600351519,27.608787884057
"21","Scenario 1",13,3,84.4998667733129,4.03610658698409,23.8809678980537,1.8274777223367,18.4080937866041,27.8800466391611,3.75934469106924,3.29113250744372,0.429614592947502,55.8598366225592,520.490116673332,117.670350104306,27.4890977378241
"22","Scenario 1",14,1,85.4337337031177,4.03828114531866,23.8487442831808,1.83053494515867,18.3647795718955,27.9182449112693,3.76156713158952,3.29673335844192,0.431492943635822,56.4765147971692,521.063972979082,119.019224873153,27.5372276607953
"23","Scenario 1",14,2,85.4417295995549,4.03829811638799,23.8485841809051,1.83058237269418,18.3640834645374,27.9188520397159,3.76159456496439,3.29681646902332,0.431489914644118,56.4852313818226,521.045380883657,119.045338413915,27.6173166872424
"24","Scenario 1",14,3,85.4206534315175,4.03825151226683,23.8491376442013,1.83048148352163,18.365560718622,27.9175900338935,3.76153195960292,3.29664093158478,0.431475531579937,56.469725522074,521.048513327885,119.006698058143,27.5648832397281
"25","Scenario 1",15,1,86.3361346438073,4.04038416421675,23.8174847881125,1.83346683566517,18.3232659820055,27.9548603621284,3.76370588322744,3.30210896054571,0.433328183026993,57.0805432352072,521.536046147693,120.359248714791,27.3948288153571
"26","Scenario 1",15,2,86.3415224739615,4.04039616780937,23.8173369854113,1.83349146723021,18.3229357011578,27.9552204693785,3.76372184055068,3.30216127324061,0.433331159284846,57.0875032254699,521.553235902697,120.386009417128,27.4537740606145
"27","Scenario 1",15,3,86.309802055259,4.04032474995969,23.8182597045448,1.83335609321383,18.3248927483924,27.9535131412268,3.76363392377355,3.30191970364258,0.433295516703359,57.0678266505538,521.537983168437,120.329919950315,27.5754464363339
"28","Scenario 1",16,1,87.2013094799256,4.0424029211456,23.7873396644138,1.83624563551578,18.2839853212046,27.9895926514603,3.76574409905924,3.30721895157876,0.435114970234262,57.6679616942846,522.005552850759,121.683707486099,27.6557875884613
"29","Scenario 1",16,2,87.2193561318704,4.04244317696829,23.7868411151072,1.83632750065048,18.2827979759812,27.9906282260196,3.76579603419768,3.3073642947675,0.435130866143263,57.6810059206065,521.980976682722,121.723627075781,27.5136408687034
"30","Scenario 1",16,3,87.186983437951,4.04237054914489,23.7877646342446,1.83618600768043,18.284864046384,27.9888731843729,3.76570525313896,3.30711833274933,0.435096487017481,57.6589520352628,521.988960372798,121.678885494618,27.5889568952027
"31","Scenario 1",17,1,88.087702656883,4.04447028887328,23.7565184155692,1.83910417995804,18.2435440589988,28.025293961506,3.76783664037422,3.31246795800221,0.436936387846957,58.2644357775034,522.409294743614,123.027037069873,27.4876980055989
"32","Scenario 1",17,2,88.0745460172837,4.0444393540527,23.7569933979613,1.83906496347862,18.2441126627288,28.0248375852294,3.76780709129022,3.31240077873654,0.436905424108481,58.2630868877258,522.413096624993,123.047246014379,27.4540348802838
"33","Scenario 1",17,3,88.0365034862896,4.04435215573636,23.7582086942899,1.83892255146577,18.2461711056725,28.0230815713287,3.76770980110889,3.31215015015347,0.436843849394204,58.2378239901932,522.39332823286,122.995724691881,27.5953122011441
"34","Scenario 1",18,1,88.9215197875189,4.04641663249225,23.7274128074079,1.84177252391899,18.2058174574058,28.0586051743067,3.76979691527505,3.31737187421783,0.438668392515432,58.8369420893394,522.808036723409,124.354541209588,27.6032411190903
"35","Scenario 1",18,2,88.9319684147381,4.04644013991392,23.7271100916878,1.84181734071357,18.2052054044857,28.059233817639,3.76982649181257,3.31746381170136,0.438677882467536,58.8429471144651,522.799214932795,124.387224546025,27.5610231086227
"36","Scenario 1",18,3,88.8900886612996,4.04634484557341,23.7283988213639,1.84165154440328,18.2076092383,28.0571821463999,3.76971579110347,3.31717231835974,0.43861815480632,58.8161487106814,522.791835474953,124.333543803617,27.5918172175758
"37","Scenario 1",19,1,89.7536499104519,4.04835977847425,23.6983140632318,1.84442592210087,18.1683276542788,28.0917481812624,3.77174969187646,3.32225587731022,0.440404746791001,59.399740501817,523.133357096903,125.654367076243,27.6823129488272
"38","Scenario 1",19,2,89.763535462781,4.04838153658075,23.6980615693055,1.8444745464437,18.1676578532761,28.0924331183685,3.77178019021484,3.32235438004342,0.440407842921316,59.4070484516006,523.159701622298,125.662055123531,27.4699274921319
"39","Scenario 1",19,3,89.7147307036915,4.0482710945531,23.6995205516483,1.84427347234183,18.1705685737211,28.0899184246169,3.7716479477726,3.321998756619,0.440346020153517,59.376087513693,523.142916137782,125.629083499039,27.5836535619273
"40","Scenario 1",2,1,74.0906486498235,4.01192455223881,24.2361819280721,1.79267372200285,18.9020647866114,27.4447818519115,3.73428616891769,3.22753222923855,0.409330168528916,49.3398352662969,511.233169306741,104.343332761216,27.1748795882527
"41","Scenario 1",2,2,74.0892327293909,4.01192122283998,24.2362330589,1.79266950392427,18.9021231650919,27.4447278012879,3.73428295225264,3.22752415288986,0.409327000374331,49.3390331936499,511.23413260072,104.341994193691,27.2717306254456
"42","Scenario 1",2,3,74.0914152249135,4.01192633576638,24.2361555811715,1.79267625068303,18.9020298114228,27.4448149301279,3.73428801555792,3.22753719141277,0.409331648937789,49.3405532159065,511.235208916555,104.343532870342,27.1507016049104
"43","Scenario 1",20,1,90.3099676235851,4.04966812342175,23.6782093415224,1.84608040021328,18.1453062969597,28.1127094430072,3.77301112441443,3.32539540055745,0.441660831258837,59.8048713376571,523.381649597468,126.914731524557,27.6526142824851
"44","Scenario 1",20,2,90.3084118342578,4.04966269534943,23.6783898968239,1.84609858989019,18.1450440717952,28.1129923553888,3.77301690385965,3.32543075142234,0.44163538839517,59.8072792335379,523.396701500582,126.917939115268,27.4391420771678
"45","Scenario 1",20,3,90.2484299264488,4.04952699909009,23.6801802755114,1.84585096413047,18.1486283228097,28.1098944700215,3.77285414457645,3.32499211920991,0.441559844996207,59.769119116343,523.360802281303,126.879870848919,27.6027020917737
"46","Scenario 1",21,1,91.2239047051868,4.05179956410207,23.6464422058366,1.84902994738645,18.1034817050686,28.1493843224393,3.77516826034217,3.3307822526292,0.443542396478618,60.3579931752187,523.644126341048,128.218704770193,27.6442158891343
"47","Scenario 1",21,2,91.2201056058841,4.05178862990849,23.6467200177311,1.84904443583928,18.1032709043427,28.149628931219,3.77517018842613,3.33081125253662,0.443508989729792,60.3585006085792,523.663339187286,128.252106802732,27.4466102136982
"48","Scenario 1",21,3,91.1144081306185,4.05154645308752,23.6500899083088,1.84864752978872,18.1089732123768,28.1446715534437,3.77489885991697,3.33010079898271,0.44334101883684,60.2970150579889,523.621322007964,128.182510628797,27.6269930969728
"49","Scenario 1",22,1,92.0838693293457,4.05380544280093,23.6165292878498,1.85180131109781,18.0641863741606,28.1838361075793,3.77719647353676,3.33584578866155,0.445316744260854,60.9078755107719,523.900530333328,129.498202259955,27.6361217853976
"50","Scenario 1",22,2,92.074908513154,4.05378326911268,23.6169304039894,1.85178884419798,18.0643739131493,28.1837471703125,3.77718215937897,3.33582747839775,0.445281573599823,60.9050752116986,523.934539479404,129.559281320415,27.4468449514006
"51","Scenario 1",22,3,91.9815279685625,4.0535690160452,23.6199284815542,1.85144202150267,18.0693512961164,28.1794147521656,3.77694394530156,3.33520580057515,0.445129849995669,60.8460200570326,523.890368799012,129.492198089468,27.6355479821252
"52","Scenario 1",23,1,92.9434133991758,4.05581074784479,23.5866023753843,1.85456606675999,18.0249824776593,28.2181877863436,3.7792214979277,3.34089543412891,0.447095413208875,61.4642518213907,524.125332545078,130.78589804215,27.6367912225487
"53","Scenario 1",23,2,92.955680617621,4.05583913562196,23.5861915329566,1.85460851009382,18.0244314602974,28.2188148275649,3.77925228132356,3.34098821375634,0.44711479071126,61.4697034219541,524.138218775539,130.86070037034,27.6350958946984
"54","Scenario 1",23,3,92.8389516961972,4.05557017604776,23.5900190538611,1.8541896178418,18.0304166895021,28.213571430474,3.7789600690167,3.34023005589042,0.446912543505829,61.3976697501348,524.09975569891,130.766178783864,27.5434438629132
"55","Scenario 1",24,1,93.759309958095,4.05771412741433,23.558201921642,1.85719167186196,17.9877484289494,28.25080790766,3.78114418457239,3.34569091283914,0.448782824244539,62.0031150301681,524.311790787849,132.034250754198,27.6528316322095
